node_id,first_seen_days_ago,associated_account_count,platform,device_risk_score,has_root_jailbreak
00acd54286cf6f732b7cba755be69201a63a3f3a30dedf7f8d41067959e4bfd1,463,6,0,0.11773333333333334,0
00b4356c2c72d110ad372842853b1406203b59920f9bc4c9351e0f48b2d00b18,459,6,0,0.10266666666666667,0
00b87716f47c8296bedf50ada51631558f6f062a050c326cabb3d8f22146c4d3,352,7,3,0.31207142857142856,1
00b9c4372333596c0b39b6e351d3e5b453a2c69f11ae28db4e327ee5329b3eaa,471,10,3,0.25564,1
00bd67b8dfb8d0a0d343f780ca20ac6872d4039e0bc7a7b8e52fc940f06e3e1c,433,3,1,0.5305666666666666,1
00c8268e1167b27ecaf4008104ddf86a5490ce75f0f9d1d3c939548cfdae8ac4,301,9,2,0.10504444444444444,0
00c82a6eac2acadb0ed4b6b80477558d635aafceed6fe3ac9a3d215b22ba5615,497,7,1,0.22895714285714286,0
00cb4792267e10394119dc02c0edd0ef460b7e4c7443ab05dad7e08970ede03c,390,4,1,0.38065,0
00cb593922e9893560d363e708ba18844e899ee4339b90c347454ed6f44b9ac5,268,5,0,0.17358,0
00cc1fe7532d0e2b648013e79d3e195fd0b196102e2101eef78d17d859f906b5,458,8,3,0.1385875,0
00cd8242bea5e731b27bc092080cd7eb6050b650f92c5617401a0461f0ebe6ef,384,4,1,0.11832500000000001,0
00db553f2aacc2fcc8296d49f66deeb8396fbdcbffa4b0a90d78a5f980209e5b,477,4,3,0.299125,0
00e4160a11e2a050a1e8a4a158b19aa6d7d387ef173d5d851c93ff085a904aba,504,6,3,0.19888333333333333,0
00e4e806d12d2505a190b106335e7ea1233a53dbaea67a821d235eb495808eeb,118,1,3,0.8838,1
00e748163712afcab55c4b45642b9a8027255919f8b500d74d157afaa218eefe,438,5,2,0.21334,0
00e749d8ba2241d8a51d67b7c07343c55d43ae9b4fbe0e4a21f3a108e5814337,512,5,2,0.09098,0
00ea71e017e3ea2de887be6a08f1c4a04bcca4c86bc1fe31a693f8e48dfdb275,421,1,1,0.7686,1
00fb0f977c509b37b35d3cee8b9f10c32c69bf4b8b85f5dbce21d34e2c476f0b,338,4,0,0.3064,0
010127159862f48cb7038ea6369d899e07127c9af607425926d30e76f1ac404b,314,5,3,0.19672,0
0105c1b5f5d5b482fb13fbfa493e83c4d288ae21123a218b21226f07cfe3474c,439,7,0,0.2212714285714286,1
01083f0c0b48e4b7f7739cbea5db31c1bb285bd5b437ef734c0d2ff31d5fa819,468,7,0,0.24685714285714286,0
0110a1bd99d828c281ce67e83580367a0bad420f40d56a6c2fe90cbab0772c45,474,5,0,0.15955999999999998,1
011d79bde4f820a1df80a476de771032a29269b8e53f5733450f267450e61eaf,465,4,1,0.270125,1
011f6032c604b2fd6bf8015d70e2032719b2f983f479762bf167b5f5c6fe4ce8,158,2,3,0.31455,0
01214b650959c85a11deaa1bb6de1ba60813aaad09bc9bb88bae942ddf072516,409,6,3,0.1880333333333333,0
01220b36f95004cbeb319024680da27c09ef25bf4b2d384f61cf3b91cbbe8760,314,3,1,0.07063333333333334,0
0122e7c722411fd796dd8702be0d7d9fd08ac839138bafb9a29eb72951f8a34d,480,9,1,0.14142222222222223,1
01235577517c2fe38b2f8a0ef9bd7ffb57108591847420e60586ecb4d33fb5e5,488,5,0,0.09146000000000001,0
0124da9248bba08e3b03f004823cf1b3f2d7b82a13103cbcf545563e8a1d6b7f,479,4,3,0.210375,0
012871e24cd27c58749e0e19958db9d11d55994b3c4c2e5c68aaeed71c369e5e,508,7,2,0.1249,0
012b8ca49f32a20b6d3d54aabda53b0ccbfaf19d60e3d40efb117af588c455b1,477,10,2,0.11095999999999999,0
013339f1dda54dc13fa7acd7cd04ade90b802df007ae31f5e6368b64e1894425,483,3,0,0.1447,0
013e9a416b3c6b28b18c0648855090d637cac4ee307711e98d1e11f35e972405,357,5,1,0.13726,0
013f9cfecfb5fe4d9033c001ce2a31040c829493fda8de6b2b9cd6a6c5f4ef5b,469,7,2,0.1196,0
014d6467e60a86f66f6c325883683e788b328e4d23a7d50ac2e59b3f154a263e,380,3,1,0.07970000000000001,0
0152b4c62bb4acc8b05d3ade8ab6371c259e7071254cccadd61db62a38c66322,395,4,0,0.1311,0
01534af43b5708c8d31fecb3fe924e76678a757670464bfbaac9795e9c9c40dc,464,5,3,0.39102000000000003,1
01536eeee5fd5ba90c51253baa473d701bbcc7bbbc6a78fb6212a0124f88dbcf,265,3,0,0.17286666666666664,0
0154117afb32b4852e90c2a6c26c9a1fcbe43c90afd3cec32cf545f7010fe157,512,4,1,0.290275,0
015a9252a05fe23c7808e67e1257ba950add2b1f767566394a18c5f9294667cb,424,9,2,0.16292222222222222,0
015b3df862449f14af782eb910e8f3393ba44b375db3b20a34871942de371a7a,192,2,2,0.0889,1
015ed6e9d6cfe4866b2c1f53e26fb0927c15d9a6217a2d6447ae5d56482af7f3,308,4,1,0.21495,0
0161db0e0638fa117b598ebd806f184af666ad6baf6212f50cbfb753efc8c8bd,491,5,2,0.19712000000000002,0
0162061abea9b53fd17d4cd08794fe4e784301f573afe672bacf6b8b1365dbba,479,6,3,0.45480000000000004,1
01655b1fc969bd17660943e7c34fd95221b904be9dcb26bde286271ec9b80426,222,1,3,0.3069,0
0168f1e8b157b956431470c836a35020d9deaad08255bf1a9cd05a06651310bb,501,6,3,0.37176666666666663,1
016a01da9c45e38dd07a5102fd5773b3e001831b1f24001171223ba93738bf3d,359,6,0,0.21145,1
016d72348b5cd243a48fdd9f7a044096cb127732e0f9eff4886a770b5e380df7,454,8,0,0.176125,0
01710bc684e102d134c7cd78808fcacef4aa12b0090bad0beffb31cba0983e24,512,5,3,0.25024,0
01732e2466e60f8f49d49b81a7b978f513b25abd8ddf2be25decac3f7c0c3c0c,469,8,3,0.3258875,1
017d7a1971e7ab6897856827bbe5b81bb0c405f4657efe8543c86207d508b756,408,9,2,0.14363333333333334,1
0183673438acd7bd8b908e47db945ff55e2feb24cf677783392804ef239f0849,490,9,3,0.19653333333333334,0
018500d3934c3d83b3c1681a9400bcb3d004bada8235b992191f376130df7a4f,352,3,3,0.1698666666666667,0
018e9974cde9ad0df986ca0380f75adf8cb00686938488001e4628f8673bcbae,492,7,1,0.44417142857142855,1
019551805967af96403ac347b3e9f41b7398597b5fee544cb298cae49bc41808,224,8,0,0.15695,0
0198f5e7877eb75ff4d0371899be5e994baaf8dfd30f272e70c72814ab3c36e4,458,4,3,0.344325,0
019993786a8301649cf44093f49d50429ec0ca1faf9340ba53964b22b3d4150a,413,3,3,0.07103333333333334,0
019bbd5a66fe63afe1ea9e5e8000f796545609f8992388aa6daa065e507ea19b,474,5,2,0.27958,1
019e10f4a29c695f6f5e416f6be10157e62875069b674b86bc65da93e3161047,468,3,0,0.018666666666666668,0
01a0fc351d298ead47c0daec9bbac697dd879f6f621527b8a9c29178eadfe3a7,462,5,2,0.27714,0
01a25a1b99d70b920942d47bdc3a26b5246041cbdbf782e95e861e18baf6dc37,501,6,3,0.19921666666666668,0
01a29e94b595f2613929a216a5bcb916a26662d5be1e956bbac46f4d385efea0,478,6,0,0.19108333333333336,1
01a4058db04f2a0155ce92e515a84c2836c59e58336d862ef82acd5e0d0a5b17,413,7,2,0.14997142857142856,0
01a92978f773b6dabf05bf9b424eb5a276ed282f8565faa34a9d6d2a4c65f489,422,7,2,0.2516857142857143,0
01b26fbda37a28f9d2cf0a7869b17ad3c338edf6f5f4b00088a0ef9223c7561f,506,7,1,0.2752857142857143,0
01babfe69f9e4e749bed098e4d8f2441cad2b712a394ae076aa8a4d5958865bf,289,3,3,0.29656666666666665,0
01bb1d86d5fd1378cc6018534338c2a198d4ac7eb5f5802249599b56e5f0ed98,493,5,0,0.45754,1
01be185330f99ddcaddc3b676740ee6652ad1e632f907b9e97515f7d424f88c2,500,5,3,0.38127999999999995,0
01bfa3c279d3145aa96c23f799e86d662f9fcf85051aeb46c7b1e2552b4ec6fb,467,7,3,0.2052,1
01c5d3631ee0dc8ecc66bad2520a05d1c830621e504348b9ae526640093a0b88,328,3,2,0.3724,1
01c769b41bb4cbbd1fe3203a85add16b6ec1dcee1fedb042b299de369df939f2,387,5,0,0.31346,0
01d6c92c76b6936c6d25262e4027bf3f626be5cec4ba01c960e5cf394580feb7,408,5,3,0.31896,1
01d7b94c5b36a07b83d26a0e09f9c6df2bc91f36b7eba829df9c43e3cef876e5,486,7,2,0.1561857142857143,0
01da53beb994ca585133ac76c04fab5356c10dd82b572242135b0f8bed531e76,454,7,1,0.21995714285714282,1
01dd0796bfeb73395627a4e7d67773ee7e494895d442681b9f4df847e8774fa0,457,9,1,0.41265555555555555,1
01e3be36a3523b2a6ca0c8221bd8a3eb07679748cd70334a18c03b077ccad97f,419,6,1,0.0773,0
01e3da9d5899c42d36608891b38f3d3a6cecf6398c7b4fa0d8845f22eccca38b,419,4,3,0.17759999999999998,0
01e8becdf55775995fef9983c0e98a0cf719c71ba49de636c094af94a9eca0fd,347,4,1,0.31895,1
01ea57bde1678966938c148d813d1506dc387bd7b85d38b7830c1655f6f83dd3,401,4,1,0.440025,1
01eaea34d11db59466f19ba89e6ba16c0ef7c8fc0152164a6a72404fc979be2f,451,4,0,0.19745,0
01eea3c0060d82c2eca046cf576078abb562425ba0c0803dd0b23a126186181d,407,8,2,0.0963375,0
01f00c4b9ca784e8b0e0ec8e74e7ed5393c73bc436e299b5b2a12a22b77aa692,438,4,1,0.423775,0
01f02899802dc8ea44aa31ce3fd418f47b9aaf24745d2c0b7648fd6ceb39c029,322,2,0,0.1422,0
01f0ab18b23066b2f38b7e9ede4f6c658a60c8765003a3a6479fd0340b53d966,467,7,1,0.3301,1
0206df20e0c7ea269562e39b7a8162ded99e57f7c480746c8bdc360e56004f10,439,3,1,0.6104333333333334,0
0207cc3f7181f0d495aba0e4c39b799aab3e93beb3f5db9aa18857c0b58c4881,469,6,3,0.3094666666666666,1
020a276c8fe54ba608ee22302eadd34b773c8d91677851fe3a361416e1173e9d,458,8,0,0.21812499999999999,1
020b749dde08af7267a04907d10ec89d0d29444082391e9504fc7600e95b2144,501,7,3,0.21967142857142857,1
020f7b58e87cf839d23f8d0592892fde25819f145cd85204c2bf340eeed4f867,232,4,2,0.085025,0
0211c9eb9c0cb2aa71028f7378f0e2468a7f2228504566348a52bacc5e6c011a,342,2,2,0.3382,1
021742446f45dbee1ff1dee506cafe5f1ff93a3eb4c5ef8345d72d70783e4940,366,5,3,0.1498,0
021e37ed7b841b62989625a67a721544010580a348841473bf89437c01c3989a,461,3,2,0.15439999999999998,1
021e980ca34f9ca13251740e4bf3bc9ed4ec3055b843e2ce1aff088887db4e45,490,6,1,0.36674999999999996,1
021f2cb017800cbe7f796e7992fdce692e6873fcc660411a03d0cac88cc00a61,500,5,0,0.1585,0
0220d16ec2f42eb0a5efb3f83f7dedb624bdbb83faa8ad2c35b926c751e81477,220,5,2,0.38276000000000004,1
0222b057aa10d86d3a9b1747990308fec526ce4236e2d5f00a2c640161e061ca,480,7,1,0.17524285714285712,0
0223199d68d3b597e5f00d440dff67cf6428f99154ba170f441c09441406c57a,499,7,1,0.45389999999999997,1
0225ce32008f3b2c1e205d1add6782b58c58f20b89094c0d28e45b313117fc02,359,4,2,0.16949999999999998,0
0226c770429286f331fc1a6c36bfbc4ff78011734264ef773c34dab5a9088990,402,3,2,0.4285666666666667,0
022d81ee17460d55143c4f5aab2ec96d9b88f06dacc90cfa2c8889359709e7fd,385,3,0,0.0697,0
022f08a08c701701d4d676115a83779cbaad3a94f34b8720ffaa9eeefe4c4033,465,6,3,0.1625,1
022f863b4e04bbe25e8aac4b59bb0dab653dee6c93dc6b42d725a8cd71b763de,396,5,0,0.10002,0
02305c3a7d524ba7c281f6019db0328f211da33ab3b0bd4a52c8a016f50a7d65,481,6,3,0.1814,1
0236f1e2ec61acfcecf63c1e64e2b1a7a23dd33c4ea963ab43c3c5b94fe5fdd2,177,4,3,0.2663,1
023a1feca359dd8789db19e5700cd3dade70551bbb0a4dfb2cb15dbb460d44ae,452,6,2,0.22283333333333333,1
0241abef412ca6796b4231c09496e467bd5cb7af75f4a8b048bcb1b788371aa5,359,9,2,0.21016666666666667,0
024819bf33e631d3bb6b63ef32563890df93c6bb39d37760f3651d0811c120fb,426,5,1,0.07622,0
0249c0bc2a8824ee4d08893538ac2ea2e98586c2191e4761fb11ede79be620de,423,2,2,0.1638,0
024fcf11d2e9e03a0cacfe1906bbaa32b55284ac9b9b4540566be55acc9b68ed,451,2,0,0.22160000000000002,1
025812e4c2a25753f2f9300658524acc0b159b6dfaea5c381d15437c35b4b852,381,4,0,0.364725,1
025833ab607a399a904ad319f1b1c2a54973d44aea6e16a67a539ab4ac94691d,425,6,1,0.16135,1
0258d88faedb25fa7c27ed524e8a8824873fbf329b860a71db66c8761e9ca82a,241,3,2,0.07110000000000001,0
0258d8c16b688b8d4054c86e33c0ee65a9f93856f39d9b7e5b5991ad878ef92e,391,2,0,0.1076,0
025abfd6f46adf502365f4a5cc85bcb84c89b03d44052347d570cf3a4c5be167,468,4,2,0.078825,0
025dba1a2d8ed6e1277376aaa65872e68fe435d1181ec864cc7bf4aa7022dfd1,511,6,0,0.20070000000000002,0
025ff2e8654cdb4fb557dad5ca4ada79a98236ceae298392ea48b4f8e5e9f26c,503,7,3,0.1883,0
0263f27e4238c4bb29da1ca01d936120c9d5332a3028d6d23302f38310e36347,485,2,3,0.4145,1
026761a3342737dabbcdd74cebd77edc893ee13c187d38fe395ccff751fb336a,445,6,1,0.13618333333333335,0
0269288a15571080b05dd65bab9de0755f7b0935a63700647e3f6b51dc05cac6,453,8,3,0.2040875,1
0269989907cb7585be1395ff68efb103e1ed3b0ee256fa4bf338f032fe7f4667,501,9,1,0.1936111111111111,0
026c5e5c44f82899da3b0f771ce3169b42f63bf703210733e024d21270be0492,495,3,1,0.2954,0
026ca0012cd27b282a4bd8305aba0cdf0d749c4907085863646b1f7b8450cc3e,353,3,2,0.15993333333333334,0
027201024871a3638e3b12fe9452cd159a30d132752ff539c2e20fba1f7e209e,448,8,0,0.2175125,0
027295bad9dea64ee078bf43884cbbeb55bdc05b188759e0740744875ea58a1b,505,3,2,0.0453,0
02783c2407d2ea68141c5a764e4d173b8aa5391a5b3fcadcf851520ed303b783,445,8,2,0.181875,1
02786cb92a7e652c865cde085bfae1d9a018c8087f4fefd5503b86aadb3275b0,403,3,2,0.1403,0
027bad59b7010c4def12199ecc3818a37b3538257c28cf53dba8a3faf952b861,443,7,2,0.16422857142857142,1
02810601e07be4f331800000d4eed1a69b35335aa0f8fa04180946acce0197cf,498,3,1,0.07113333333333333,0
028134b1eaa9454c9a7de941e52aaae6ea3cd5bf7940602f845ad460e9701b52,267,3,2,0.19796666666666665,0
028e4c18734209bc03ba63d7225ce8ed0f89e214166ef9d4f4668084b6b0fb24,457,3,3,0.34263333333333335,1
02904c7a29b4ce33662a7439c3d3e59f95b4fbb7be9e85e8dd1b1e742a476dc3,371,7,3,0.17837142857142857,0
029b26aebbb865bf37d5e7fe79d237c9a621762f5c2f6f2d04a1fe8553f23f56,447,4,1,0.41819999999999996,1
029e31cb520cbdcb73f432ffe2b4416c9c38d80cf3fedc78689178b8c214ff0e,513,9,0,0.14332222222222224,0
02a111766e62e9d4f3fc423099a7664d989a37b6a3e5a04b7dc9527d83dc78f3,508,6,2,0.28153333333333336,1
02a1fb85fcdf99424e1ef2491ec564a2466e675691eaefb1ca48c0b452d98cc6,425,4,1,0.200775,0
02a377a1a627b4f8d22711e31a8fb10bc85caaba4ece0d00ed88d77fadc1e5f9,189,2,3,0.0211,0
02a59d0805bc2c10045d083433f3b4513ce3e3312270b59345c002d2a3db9cff,405,5,2,0.09197999999999999,0
02af380bdeda71593086574e31182b94452121089d16f97b4d0558020b640b08,437,8,0,0.1039125,1
02bce698b24ec18c6034d97343a6ce825a0c7d30f06fbd649b841605bd4dec8e,352,3,0,0.23563333333333336,0
02bd4cdd8fae0e4c166ed87c4528bbbcafc98b485e7cc58459f224bb7964eaec,427,3,2,0.4414,0
02bffc106bb97143738570eee7ec37f6b0af99c7b4ae081c0d3debfbf09ec931,455,5,1,0.22755999999999998,0
02c68b00e82d97d556af8ac2ebc098f407df97247726121393a4f80eda00db22,212,1,1,0.3582,0
02cba08ebd8085c2396069e7913594fa4044f3f47ea94cee6d9ed4a9e34869b9,326,6,1,0.09508333333333334,0
02cba4e1ed0a94993dd4fe8feb2346c8f7a0b05f53989d281b911d76d6986422,465,6,1,0.2523166666666667,0
02ced1d277cf4b8898e65bdb54b74bc9ec178ca7f9afca84466e2bb7faa8c132,506,5,1,0.52854,0
02d53e0f04287bce6ab1ad6556d805dd6c1c1fe73b02836e58897f9b60cbba63,503,5,1,0.10404,0
02de11216c36249dc41b500cf15072028689ba5d83c187bbf8eb48ca7061fc06,346,2,1,0.2009,0
02ea162f265db3e3611077e7a6ec5e53386119b677a48e812e31b7b281542d4e,463,3,0,0.0613,0
02eec948fd8d12ea7d2262332f87a5d64fba4a481460b06ccc294807fb932cc8,307,2,1,0.06609999999999999,1
02ef427c3d4c93b8730a78047823e5e7cefe6453c5ead1ebca0d2b3beac6a7fe,467,8,1,0.1041125,0
02f0ebea33079373d92d5f9354149e1bd398361d4869bab653e7531176482530,498,5,3,0.06126,0
02f1381fa4112f2ecc7077e0046693be500021ccfe185a865a172352156232e6,491,3,2,0.3024,0
02f2e7bfbbee61ff0339bf4a5dabd10949535ba395f0534a726628c60135ecb5,166,1,2,0.2089,0
02f34a4f03a91955087f333de6c36a01880db1621cd69c00417a861ddba959e1,479,4,1,0.07350000000000001,0
02f444d6b798a61a8d00d20413856c712c6ee5d8d66978deedb33df200be28fb,511,6,1,0.2047,0
02fa163a74ded9ee5219baf1ea4f937c021d0bc1052695ce252c397103e7eb46,274,4,3,0.52105,1
02fc17598309f8ced78c4a90905a439f42d262d3f93bf53f8d7faed6c08b3c2e,495,6,0,0.34159999999999996,1
0301525844dd8de18a32d03af3396fd2d05b1a4d82d29268e7051df1249be94d,218,1,3,0.0071,0
0304624e85901a1aa7f441f38459ace2e45457bf8cfcbabcaf085cbee7409900,448,5,2,0.25422,0
0308ba1c2ad85b0f2f8f42333f5448d70133d9eb752dc58bb966d9d92fd74a84,501,7,3,0.22890000000000002,0
031108cae445878be38b53e7c310522d3f965214be17d50cf7650ef4d6073c94,356,4,0,0.270475,0
03148724c6dcf203e5351bf2f23b1531b2291cfaa09869b2a3220eb5f9b9b48f,113,1,1,0.2428,0
031b215de95c0366e648d17c0aea680f7f283395af5d219d2225413fb2bc0aef,495,5,0,0.13572,1
031ee9c031a8885da101f9099864c2876cd2cae8690fbb931889b73b2908a21f,27,1,3,0.2966,1
03200aa5e1f1baff8b93819c5aab789cd7e9bce7d89942f3b405574222f85aff,511,6,0,0.2118,1
0320211615a8177fe17cfede919f269d5bf40ee1434abb64d0d371a4bdf73475,511,5,0,0.20373999999999998,0
03204de92e11fc8c528139be419065920eb83dbff1a4663bbea455aa6e9702bd,432,10,3,0.3109,0
032b2552871cdcb0e84c51ae7a7dfd75049c851cc5688b8551a4c736a79fd01a,419,6,1,0.3593166666666667,0
032b2c07cf02be86f799065c7ac88d5ab36a87a98af6e8a3091edd106a48cb05,502,4,2,0.12817499999999998,0
032efed9cc9c773fe16a1ad9dd040584bf4ce7924326e0145fb2588f3b6165bb,497,10,0,0.28319,1
032f5de1ea67cec62eedeccd2d87b455d7b617a96d4dafd16787ed16e552e837,330,5,1,0.35053999999999996,1
032f794f03865701780320f3080b4995d69fae147cf49ff5c200a0f1230d5ee2,333,3,1,0.09806666666666668,0
032f83b161339f4d7ed032d25b049ec514426d15dbcb4159ebef209f65494fba,491,6,2,0.2401333333333333,1
0330e63c55e4bb91743a3bed290da31281eb9d8dda214da47a7c9b6f15a136b4,127,3,3,0.0917,0
03337aea8731dc2cc810d6ab0a38f04ee2564c5846a0100e6d44a0347be4ec48,441,3,1,0.04376666666666667,0
0334ec7d6b7656ae922460a60cf7e8690ded944a5e713b00290279aa9b6bcde6,487,6,1,0.312,0
0336ccc892493e5be6918b29fbaefdb11b07f59958d73a4c4d6dba975ae0d698,470,2,2,0.15914999999999999,0
0341aabec4415551c0946f478c8429b8393a677b4f40c10be6a982c8262162ea,504,2,1,0.16415000000000002,0
0344f38367bbe96f03c9d71e74a7c8fed9b17148c6503b7342d8c0022e5879b9,467,6,1,0.15801666666666667,0
0345b6b6ea6b686f53019ff79c4362a88c3194008d167ed75dd634e7e77d30d7,373,5,0,0.24135999999999996,0
034788b41f4c1eeb748a5a56dc83bda506f3750f11e28eedf6139c6720a4d3de,469,6,2,0.03818333333333333,0
034c9bd0cee7b47dcf2d61cc4b37d7e105244cc280a2f32feaa8cf2c4c395c8f,436,3,3,0.22546666666666668,0
034ca92cc511cc351ded6a57224233404b4cbece7abb04d013825eb343aae467,158,3,1,0.0484,0
034d05ff5681c25276f94d51dd656f6db176864739ef1a5528b62375ad92365f,494,9,0,0.18956666666666666,0
034da9491658b6de440408599e030ab5bf6602f84659a6ec91b7c05d23db6d80,501,10,0,0.34263000000000005,1
03512bd519b0be11dfbfbd7f99275c7dfaa8f176c09b8219e230843a3c642f5f,495,7,3,0.3484857142857143,1
035586caeaa29d9922258a6690079038bab56f712ce8db13ed063a8c6f4d16f7,504,5,0,0.2592,1
0361e8ce2bf8ce5ef7bcb38ddc6b32dcccb2a901b33315b0ec5955bfd21a1f8d,263,4,3,0.1701,0
03641a3bf80ab6bcdb4693178643dff9990c1cae21fe9bf7bb9aee164df6dc70,503,6,1,0.11491666666666667,0
036468d62a610b642b3c15ed95146ae58b64cde72a92833c8838416f17053304,462,6,0,0.2295,1
03665965ceef07c97240e597a0f743075dc2979fa5c2b509ce5338cc3acfbab5,286,5,3,0.07518,0
03679c5a40482bc0f837f10354ba4a12cc4da376392569e5a292258830a93b04,418,6,3,0.17823333333333333,0
036a4a628e02a4f70c3dca61e5cf8a0e0cdf9b3a17dc7d2ef0fbc4e06ee072e9,268,6,2,0.08601666666666667,0
036f003224495bf124bc237880ce38c3f2bced5a42a80a6777f00cc714edb5c6,479,3,1,0.1346,1
036f8518b1fca922a4a4446f6c0af1fdd588ea62b96ce7472c793e9a350c45b8,409,5,3,0.19608,1
03755e990a065fb0556b261403d03b653beca5d50efba3ba2e7f9163b6fb98c7,477,4,2,0.2107,1
03764d752b09b1b355d03d9643caafe326bd837e883736fba84b463cbeca7361,317,3,0,0.36369999999999997,1
037b9b07108644b3ec9ed216f6ba2488501b7c5ed10dd4de0b0ffc79ef383224,369,2,1,0.4155,1
